index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
3432,30,technician,single,professional.course,no,yes,no,cellular,aug,mon,191,1,nonexistent,no
3434,34,admin.,single,high.school,no,yes,no,telephone,may,wed,593,1,nonexistent,no
3435,25,admin.,single,university.degree,no,no,yes,telephone,nov,tue,5,1,nonexistent,no
3436,53,retired,divorced,high.school,no,no,yes,telephone,may,thu,504,5,nonexistent,no
3438,42,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,134,2,nonexistent,no
3440,36,technician,married,basic.9y,unknown,no,no,telephone,may,tue,109,9,nonexistent,no
3441,46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,66,2,nonexistent,no
3442,59,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,202,2,nonexistent,no
3443,54,management,married,university.degree,no,no,no,cellular,jul,mon,798,2,nonexistent,yes
3444,36,admin.,single,university.degree,no,no,no,cellular,nov,wed,337,1,nonexistent,yes
3445,37,admin.,single,university.degree,no,yes,no,cellular,may,fri,105,1,failure,no
3446,32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,81,3,nonexistent,no
3447,29,admin.,married,university.degree,no,no,no,telephone,may,thu,273,3,nonexistent,no
3449,41,admin.,single,high.school,no,no,no,cellular,may,mon,722,4,nonexistent,yes
3450,22,unemployed,single,high.school,no,no,no,telephone,jul,wed,82,3,nonexistent,no
3451,40,admin.,divorced,basic.9y,no,yes,no,cellular,nov,tue,394,2,nonexistent,no
3452,41,self-employed,married,high.school,no,no,no,telephone,may,mon,237,1,nonexistent,no
3453,34,admin.,single,high.school,no,no,no,cellular,jun,fri,548,2,nonexistent,yes
3454,34,technician,single,professional.course,no,yes,no,cellular,may,wed,404,2,nonexistent,no
3455,30,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,wed,120,8,nonexistent,no
3456,47,services,married,high.school,unknown,yes,no,telephone,may,mon,16,1,nonexistent,no
3457,38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,109,1,nonexistent,no
3458,50,management,married,university.degree,unknown,no,no,cellular,aug,mon,139,2,nonexistent,no
3459,30,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,578,3,nonexistent,no
3460,29,blue-collar,married,high.school,no,no,no,telephone,jun,mon,140,2,nonexistent,no
3461,29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,91,1,nonexistent,no
3462,44,management,married,university.degree,no,yes,no,cellular,nov,tue,170,2,failure,no
3463,45,admin.,married,high.school,no,yes,no,cellular,apr,mon,185,3,nonexistent,no
3464,46,admin.,married,high.school,no,yes,no,telephone,may,tue,723,2,nonexistent,no
3465,46,admin.,single,university.degree,no,no,no,cellular,jul,fri,142,10,nonexistent,no
3466,52,self-employed,married,university.degree,no,yes,no,telephone,jun,fri,32,1,nonexistent,no
3467,43,admin.,married,university.degree,unknown,yes,no,telephone,may,thu,226,2,nonexistent,no
3468,50,blue-collar,married,unknown,unknown,yes,no,cellular,jul,thu,58,1,nonexistent,no
3469,37,housemaid,divorced,high.school,no,no,no,cellular,sep,wed,134,1,nonexistent,no
3470,42,technician,married,university.degree,unknown,no,no,telephone,may,thu,48,1,nonexistent,no
3471,30,technician,single,high.school,unknown,no,no,cellular,aug,mon,481,2,nonexistent,no
3472,31,admin.,single,university.degree,no,yes,no,cellular,aug,mon,163,1,nonexistent,no
3473,55,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu,97,2,nonexistent,no
3474,33,technician,single,professional.course,no,yes,no,cellular,aug,tue,101,1,nonexistent,no
3475,53,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,395,2,nonexistent,no
3476,33,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,102,1,nonexistent,no
3477,45,admin.,married,professional.course,no,no,no,cellular,jul,fri,1106,1,nonexistent,no
3478,32,admin.,single,university.degree,no,yes,no,cellular,aug,tue,451,4,nonexistent,no
3479,55,management,married,unknown,no,yes,yes,telephone,may,wed,77,2,nonexistent,no
3480,42,technician,married,professional.course,no,yes,no,cellular,may,thu,251,3,nonexistent,no
3481,52,technician,married,basic.9y,no,yes,yes,cellular,nov,wed,323,2,nonexistent,no
3482,59,admin.,divorced,professional.course,no,yes,no,telephone,aug,tue,91,1,failure,no
3483,36,admin.,single,high.school,no,yes,yes,cellular,apr,fri,299,2,nonexistent,no
3484,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,457,1,nonexistent,no
3485,35,technician,single,university.degree,no,no,no,cellular,jun,mon,516,1,nonexistent,no
3486,34,management,married,university.degree,no,no,no,cellular,may,wed,323,3,failure,no
3487,34,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,111,4,nonexistent,no
3488,37,blue-collar,single,high.school,no,no,no,telephone,may,mon,325,4,nonexistent,no
3489,31,technician,married,professional.course,no,yes,no,cellular,aug,tue,284,1,nonexistent,no
3490,34,unknown,married,basic.4y,no,no,yes,cellular,apr,fri,83,2,nonexistent,no
3492,30,management,married,university.degree,no,no,yes,cellular,aug,thu,308,3,nonexistent,no
3493,36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,258,3,nonexistent,no
3494,58,retired,married,high.school,no,no,no,cellular,aug,thu,144,1,nonexistent,no
3495,34,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,mon,557,5,nonexistent,no
3496,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,463,1,nonexistent,no
3497,47,services,married,high.school,no,yes,no,cellular,nov,tue,99,1,nonexistent,no
3498,44,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,199,1,nonexistent,no
3499,44,admin.,married,high.school,no,yes,no,cellular,may,mon,246,1,nonexistent,no
3500,43,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,458,6,nonexistent,yes
3501,29,technician,single,professional.course,no,yes,yes,cellular,nov,fri,215,1,nonexistent,no
3502,29,blue-collar,single,basic.4y,no,yes,yes,cellular,nov,thu,104,5,nonexistent,no
3503,42,management,married,university.degree,no,yes,no,telephone,aug,wed,220,11,nonexistent,no
3504,47,admin.,married,university.degree,no,yes,no,cellular,aug,wed,38,3,nonexistent,no
3505,44,technician,married,basic.6y,unknown,yes,no,telephone,jun,tue,98,4,nonexistent,no
3506,52,services,married,unknown,unknown,no,no,telephone,may,tue,77,1,nonexistent,no
3507,32,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,101,3,nonexistent,no
3509,46,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,1091,3,nonexistent,yes
3510,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,21,5,nonexistent,no
3511,44,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,240,2,nonexistent,no
3512,31,blue-collar,single,high.school,no,yes,yes,telephone,jun,mon,325,3,nonexistent,no
3513,27,services,single,high.school,no,yes,yes,cellular,may,thu,356,2,failure,no
3514,43,retired,married,basic.4y,unknown,yes,no,telephone,jun,mon,129,1,nonexistent,no
3515,42,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,231,1,nonexistent,no
3516,38,housemaid,married,unknown,unknown,yes,no,cellular,jul,mon,208,2,nonexistent,no
3517,51,technician,married,university.degree,no,yes,no,cellular,apr,thu,526,2,failure,yes
3518,47,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,200,1,nonexistent,no
3519,39,admin.,divorced,high.school,no,no,no,telephone,jul,mon,210,3,nonexistent,no
3520,41,self-employed,married,basic.6y,no,no,no,cellular,aug,thu,218,1,nonexistent,no
3522,52,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,275,1,nonexistent,no
3524,49,admin.,divorced,high.school,no,no,no,telephone,may,fri,132,1,nonexistent,no
3525,27,admin.,married,university.degree,no,yes,no,cellular,jul,fri,494,1,nonexistent,yes
3526,41,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,314,7,nonexistent,no
3527,39,admin.,married,high.school,unknown,yes,no,telephone,jun,thu,71,6,nonexistent,no
3528,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,138,2,nonexistent,no
3529,48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,788,2,nonexistent,no
3530,48,admin.,married,basic.9y,unknown,no,no,telephone,jun,thu,113,1,nonexistent,no
3531,47,services,married,high.school,no,unknown,unknown,telephone,may,thu,178,2,nonexistent,no
3532,40,services,married,high.school,no,yes,no,cellular,apr,mon,72,1,failure,no
3533,54,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,76,4,nonexistent,no
3535,35,technician,married,professional.course,no,no,yes,telephone,may,thu,32,2,nonexistent,no
3536,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,fri,330,2,nonexistent,no
3537,30,admin.,married,university.degree,no,no,no,cellular,aug,mon,146,3,nonexistent,no
3538,29,admin.,married,high.school,no,yes,yes,cellular,nov,wed,155,1,nonexistent,no
3539,47,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,191,2,nonexistent,no
3540,35,admin.,married,university.degree,no,no,no,telephone,may,fri,60,1,nonexistent,no
3541,27,blue-collar,single,high.school,no,no,no,cellular,may,tue,81,4,nonexistent,no
3542,48,technician,married,professional.course,unknown,yes,no,telephone,may,fri,248,1,nonexistent,no
3543,28,student,married,university.degree,no,no,yes,telephone,may,thu,352,2,nonexistent,no
3544,56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,573,1,nonexistent,no
3545,36,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,233,3,nonexistent,no
3546,39,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,83,2,nonexistent,no
3547,57,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,92,2,nonexistent,no
3548,38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,403,7,nonexistent,no
3550,31,admin.,married,university.degree,no,no,no,telephone,may,wed,225,2,nonexistent,no
3551,48,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,96,3,failure,no
3552,44,technician,married,basic.6y,unknown,yes,no,telephone,jun,mon,160,2,nonexistent,no
3553,35,admin.,single,university.degree,no,no,no,cellular,may,mon,21,1,nonexistent,no
3554,25,student,single,unknown,no,no,no,cellular,jul,tue,170,1,nonexistent,no
3555,58,retired,married,basic.4y,no,no,no,cellular,jul,tue,283,1,nonexistent,no
3556,37,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,mon,170,3,failure,no
3557,53,unemployed,married,basic.6y,unknown,no,no,cellular,jul,mon,273,1,nonexistent,no
3558,30,blue-collar,single,unknown,no,yes,no,telephone,jun,thu,400,1,nonexistent,no
3559,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,172,1,nonexistent,no
3560,25,entrepreneur,single,university.degree,no,no,yes,cellular,jul,tue,280,2,nonexistent,no
3561,49,self-employed,divorced,unknown,unknown,no,no,cellular,apr,fri,660,1,nonexistent,no
3562,32,admin.,married,university.degree,no,no,no,cellular,jul,wed,543,3,nonexistent,yes
3563,49,management,married,university.degree,no,yes,no,telephone,jul,tue,336,4,nonexistent,no
3564,46,blue-collar,married,basic.6y,unknown,no,yes,cellular,aug,tue,166,1,nonexistent,no
3566,41,blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,247,1,nonexistent,no
3567,29,technician,married,professional.course,no,yes,no,cellular,aug,mon,80,3,nonexistent,no
3568,26,student,single,high.school,no,yes,no,cellular,may,mon,113,2,nonexistent,no
3569,36,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,98,4,nonexistent,no
3570,32,unemployed,single,high.school,no,no,no,telephone,may,wed,153,3,nonexistent,no
3571,34,technician,single,professional.course,no,yes,yes,telephone,aug,mon,64,1,nonexistent,no
3572,39,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,173,2,nonexistent,no
3573,47,services,divorced,basic.4y,no,no,no,cellular,jul,tue,149,2,nonexistent,no
3574,28,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,169,2,nonexistent,no
3575,52,retired,married,basic.4y,no,no,no,cellular,jul,mon,445,1,nonexistent,no
3576,48,services,divorced,high.school,no,no,yes,telephone,jul,mon,118,7,nonexistent,no
3577,31,services,divorced,professional.course,no,no,no,cellular,nov,tue,68,1,failure,no
3578,42,technician,married,professional.course,unknown,no,no,cellular,nov,mon,212,1,nonexistent,no
3579,34,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,172,4,nonexistent,no
3580,47,technician,divorced,high.school,no,yes,no,cellular,jul,thu,149,2,nonexistent,no
3581,44,management,married,high.school,no,yes,no,cellular,nov,mon,231,2,nonexistent,no
3582,29,entrepreneur,married,basic.6y,no,yes,yes,telephone,jul,fri,286,3,nonexistent,no
3583,30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,34,1,failure,no
3584,42,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,108,4,nonexistent,no
3585,40,blue-collar,single,basic.6y,unknown,no,yes,cellular,apr,fri,266,2,nonexistent,no
3586,36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,tue,36,7,nonexistent,no
3587,45,entrepreneur,married,high.school,no,yes,no,telephone,jun,wed,126,2,nonexistent,no
3588,45,services,divorced,high.school,unknown,no,no,cellular,may,wed,185,3,nonexistent,no
3589,50,services,single,basic.6y,unknown,yes,no,cellular,apr,thu,429,1,nonexistent,no
3590,58,management,married,basic.4y,unknown,no,no,telephone,jun,fri,301,2,nonexistent,no
3591,39,admin.,single,university.degree,no,no,no,cellular,may,thu,189,2,nonexistent,no
3594,58,retired,married,professional.course,unknown,no,no,cellular,aug,mon,244,2,nonexistent,no
3595,24,services,single,high.school,no,yes,no,telephone,may,thu,70,7,nonexistent,no
3596,44,admin.,married,high.school,no,yes,no,telephone,may,mon,175,5,nonexistent,no
3597,63,retired,divorced,basic.4y,no,no,no,cellular,mar,wed,78,1,nonexistent,no
3598,59,retired,divorced,unknown,no,no,no,cellular,jul,wed,413,2,nonexistent,no
3599,48,housemaid,married,basic.6y,unknown,yes,no,telephone,jun,mon,425,2,nonexistent,no
3600,29,blue-collar,married,basic.9y,no,no,yes,telephone,jun,thu,190,1,nonexistent,no
3601,31,admin.,divorced,university.degree,no,no,no,cellular,may,tue,290,2,nonexistent,no
3602,27,services,married,university.degree,no,yes,no,cellular,may,tue,445,1,nonexistent,yes
3603,32,admin.,single,university.degree,no,unknown,unknown,cellular,mar,mon,136,3,nonexistent,no
3604,32,technician,married,professional.course,no,yes,no,cellular,aug,wed,159,1,nonexistent,no
3605,55,services,married,high.school,no,no,no,telephone,may,tue,165,2,nonexistent,no
3606,30,admin.,married,university.degree,no,yes,yes,cellular,sep,wed,475,5,nonexistent,yes
3607,55,management,married,basic.4y,unknown,no,no,cellular,apr,thu,98,1,nonexistent,no
3608,52,unknown,married,professional.course,unknown,yes,no,cellular,jun,tue,149,1,nonexistent,no
3609,49,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,273,5,nonexistent,no
3610,36,admin.,married,university.degree,no,yes,yes,telephone,may,thu,238,3,nonexistent,no
3611,32,blue-collar,single,high.school,no,no,no,cellular,apr,fri,151,4,failure,no
3612,29,management,single,university.degree,no,no,no,telephone,jun,tue,161,1,nonexistent,no
3613,29,management,divorced,basic.9y,no,yes,no,cellular,jun,tue,72,1,nonexistent,no
3614,35,management,married,university.degree,no,no,no,cellular,may,thu,304,1,failure,no
3615,55,entrepreneur,married,university.degree,unknown,no,no,cellular,jul,thu,58,2,nonexistent,no
3616,27,blue-collar,married,unknown,no,yes,no,telephone,may,fri,187,1,nonexistent,no
3617,54,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,157,3,nonexistent,no
3620,34,admin.,single,university.degree,no,yes,no,cellular,jun,mon,452,1,nonexistent,yes
3621,47,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,221,4,nonexistent,no
3622,32,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,178,2,nonexistent,no
3624,31,entrepreneur,single,university.degree,no,yes,yes,cellular,may,thu,204,1,nonexistent,no
3625,48,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,224,4,nonexistent,no
3626,31,admin.,married,university.degree,no,no,no,cellular,aug,fri,880,3,nonexistent,yes
3627,44,blue-collar,married,basic.6y,unknown,yes,yes,cellular,jul,tue,188,2,nonexistent,no
3628,57,blue-collar,married,basic.9y,unknown,yes,no,telephone,nov,fri,126,1,nonexistent,no
3629,55,technician,single,professional.course,no,yes,no,cellular,nov,mon,286,2,nonexistent,no
3630,28,admin.,single,unknown,no,yes,no,cellular,jul,fri,251,5,nonexistent,no
3631,38,admin.,married,high.school,no,yes,yes,cellular,may,tue,373,3,nonexistent,no
3632,56,technician,married,basic.4y,unknown,no,no,telephone,may,fri,95,1,nonexistent,no
3633,26,blue-collar,single,high.school,unknown,no,no,cellular,may,mon,314,2,nonexistent,no
3634,31,services,single,high.school,no,yes,no,cellular,may,tue,398,2,nonexistent,no
3635,34,technician,married,university.degree,no,yes,no,cellular,nov,fri,312,1,nonexistent,no
3636,43,management,married,university.degree,unknown,yes,no,cellular,aug,tue,268,2,nonexistent,no
3637,38,technician,divorced,university.degree,unknown,no,no,cellular,aug,mon,102,5,nonexistent,no
3638,48,admin.,married,unknown,no,yes,yes,cellular,aug,fri,246,7,nonexistent,no
3639,42,technician,married,basic.9y,unknown,yes,no,cellular,jul,wed,130,3,nonexistent,no
3640,41,technician,married,high.school,no,yes,yes,cellular,jul,mon,460,3,nonexistent,no
3641,31,technician,single,university.degree,no,yes,no,telephone,may,fri,7,1,nonexistent,no
3642,27,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,80,3,nonexistent,no
3643,47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,526,1,failure,no
3644,45,blue-collar,single,basic.4y,unknown,yes,yes,cellular,jul,tue,21,3,nonexistent,no
3645,59,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,361,1,nonexistent,no
3646,27,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,185,1,nonexistent,no
3647,38,admin.,married,university.degree,no,yes,no,cellular,jul,mon,124,3,nonexistent,no
